Player,Debut,Last Active,YOE,Retired,Position,Team,Total Games,Career PPG,Total PTS,Career RPG,Total RBS,Career APG,Total AST,Career SPG,Total STL,Career BPG,Total BLK,Career FG%,Career FG3%,Career FT%,Career eFG%,PER,Avg WS,Total WS,Hall of Fame,First Ballot,Inducted as Player,Inducted as Coach,Inducted as Contributor,Year Inducted,All-Stars,Scoring Champs,Rebound Champs,Assist Champs,Steal Champs,Block Champs,NBA Champs,All-NBA,All-Rookie,ROY,All-Defensive,Most Improved,Sixth Man,AS MVPs,DPOYs,MVPs,Finals MVPs,NBA 75th Anniv. Team
Chris Ford,1972,1982,10,1,SG,DET,794,9.2,7314,3.0,2394,3.4,2719,1.6,1152,0.3,192,46.0,37.5,73.1,46.9,12.2,3.6,35.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Don Ford,1975,1982,7,1,SF,LAL,474,6.4,3016,3.6,1691,1.4,647,0.6,274,0.3,139,46.4,14.3,77.3,46.4,10.8,1.8,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Ford,1970,1972,2,1,PG,OKC,31,4.1,126,0.6,20,1.1,35,0.0,0,0.0,0,46.2,0.0,76.4,0.0,15.4,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Ford,1978,1985,7,1,PG,KCK,482,11.6,5594,1.8,854,6.4,3083,1.2,589,0.1,29,46.7,21.0,82.0,46.9,13.9,3.3,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Sharrod Ford,2005,2006,1,1,PF,PHO,3,1.3,4,1.0,3,0.0,0,0.0,0,0.3,1,66.7,0.0,0.0,66.7,0.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherell Ford,1995,1996,1,1,SF,OKC,28,3.2,90,0.9,24,0.2,5,0.3,8,0.0,1,37.5,16.0,76.5,40.0,16.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.J. Ford,2003,2012,8,1,PG,IND,429,11.2,4797,3.1,1331,5.8,2495,1.2,496,0.1,55,43.3,28.9,81.5,44.8,15.1,2.1,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bayard Forrest,1977,1979,2,1,C,PHO,139,4.1,569,4.1,565,2.1,296,0.4,52,0.5,71,44.9,0.0,50.9,0.0,10.6,1.4,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph Forte,2001,2003,2,1,SG,BOS,25,1.2,30,0.7,17,0.7,17,0.2,6,0.0,0,23.4,0.0,80.0,23.4,3.2,-0.2,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Courtney Fortson,2011,2012,1,1,PG,LAC,10,3.5,35,1.5,15,1.0,10,0.3,3,0.0,0,34.4,23.1,66.7,39.1,9.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Fortson,1997,2007,10,1,PF,GSW,440,8.2,3615,7.2,3184,0.7,301,0.4,182,0.2,94,47.2,16.7,78.5,47.2,16.2,2.2,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fred Foster,1968,1977,8,1,SF,SAC,524,7.8,4093,2.4,1275,1.1,601,0.3,57,0.0,8,41.4,0.0,72.7,0.0,10.7,0.4,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Foster,1990,2003,13,1,PF,UTA,656,3.9,2538,2.6,1691,0.5,351,0.1,94,0.3,194,44.0,22.5,74.8,44.4,8.9,0.4,5.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jeff Foster,1999,2012,13,1,C,IND,764,4.9,3747,6.9,5248,0.9,703,0.7,507,0.4,308,49.7,13.0,61.5,49.8,14.2,3.7,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rod Foster,1983,1986,3,1,PG,PHO,207,7.5,1562,1.2,258,2.3,479,0.7,137,0.0,10,44.0,29.8,76.8,46.5,10.9,0.7,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonis Fotsis,2001,2002,1,1,PF,MEM,28,3.9,108,2.2,62,0.4,10,0.3,9,0.4,11,40.4,30.4,85.0,43.8,11.3,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Foust,1950,1962,12,1,C,DET,817,13.7,11198,9.8,8041,1.7,1368,0.0,0,0.0,0,40.5,0.0,74.1,0.0,19.8,6.6,79.2,0,0,0,0,0,0,8,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Jerry Fowler,1951,1952,1,1,NA,MLH,6,1.5,9,1.7,10,0.3,2,0.0,0,0.0,0,30.8,0.0,25.0,0.0,3.9,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tremaine Fowlkes,2001,2005,4,1,SF,LAC,103,2.9,301,2.2,228,0.5,54,0.5,47,0.1,6,40.9,20.0,79.1,41.6,10.1,0.5,2.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Harold Fox,1972,1973,1,1,PG,LAC,10,3.1,31,0.8,8,1.0,10,0.0,0,0.0,0,37.5,0.0,87.5,0.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Fox,1967,1977,10,1,C,OKC,743,9.3,6945,7.4,5525,1.6,1201,0.5,151,0.3,79,47.9,0.0,77.0,0.0,15.2,4.2,41.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Fox,1991,2004,13,1,SF,LAL,930,9.6,8966,3.8,3517,2.8,2649,1.0,967,0.4,355,45.0,34.9,77.0,50.1,13.6,3.4,44.7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
Randy Foye,2006,2017,11,1,SG,MIN,752,10.3,7729,2.2,1686,2.8,2112,0.7,528,0.3,220,40.1,36.6,85.2,48.2,12.0,2.1,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Adonal Foyle,1997,2009,12,1,C,GSW,733,4.1,2989,4.7,3461,0.5,344,0.4,264,1.6,1193,47.7,0.0,49.9,47.7,12.3,1.6,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richie Frahm,2003,2008,4,1,SG,OKC,140,3.6,502,1.2,164,0.6,83,0.3,37,0.1,10,41.1,35.6,81.0,52.1,12.0,0.7,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Francis,1999,2008,9,1,PG,HOU,576,18.1,10446,5.6,3215,6.0,3473,1.5,846,0.4,223,42.9,34.1,79.7,46.3,18.3,6.0,54.1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tellis Frank,1987,1994,5,1,PF,GSW,264,6.5,1710,3.9,1022,1.0,276,0.6,158,0.4,95,43.9,0.0,74.1,43.9,10.3,0.8,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaal Franklin,2013,2015,2,1,SG,MEM,24,1.8,42,1.0,25,0.4,9,0.2,4,0.1,3,41.5,46.2,100.0,48.8,4.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Frederick,1988,1992,3,1,SF,IND,147,4.9,718,1.9,280,0.9,135,0.5,76,0.3,45,43.9,27.3,69.9,44.3,12.3,0.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
World B. Free,1975,1988,13,1,SG,PHI,886,20.3,17955,2.7,2430,3.7,3319,1.0,910,0.3,223,45.6,33.7,75.3,46.3,18.8,5.2,67.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Joel Freeland,2012,2015,3,1,C,POR,151,3.2,477,3.4,518,0.4,65,0.2,32,0.4,56,45.9,0.0,72.8,45.9,11.1,1.1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Freeman,1970,1971,1,1,SF,MIL,52,3.2,167,2.0,106,0.7,35,0.0,0,0.0,0,51.5,0.0,72.5,0.0,15.0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rod Freeman,1973,1974,1,1,SF,PHI,35,3.0,106,1.5,54,0.4,14,0.3,12,0.0,1,37.9,0.0,68.3,0.0,10.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Freije,2004,2007,2,1,PF,NOP,42,3.2,133,2.0,85,0.6,27,0.4,16,0.1,3,29.3,22.4,71.4,34.0,4.6,-0.3,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Friend,1957,1958,1,1,SG,NYK,44,4.0,175,2.4,106,1.1,47,0.0,0,0.0,0,32.7,0.0,65.9,0.0,7.7,-0.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pat Frink,1968,1969,1,1,SG,SAC,48,2.6,123,0.9,41,1.1,55,0.0,0,0.0,0,34.0,0.0,79.3,0.0,7.9,-0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Fritsche,1953,1955,2,1,PF,LAL,84,3.9,326,3.0,249,0.9,77,0.0,0,0.0,0,30.9,0.0,73.8,0.0,7.8,-0.8,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channing Frye,2005,2019,13,1,C,PHO,890,8.7,7786,4.5,4002,1.0,864,0.5,457,0.6,540,44.0,38.8,82.2,51.9,13.3,3.0,38.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Bernie Fryer,1973,1975,2,1,SG,POR,120,6.3,756,1.9,227,3.0,357,1.0,120,0.1,10,44.7,0.0,78.6,44.7,11.9,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hiram Fuller,2003,2004,1,1,PF,ATL,4,2.0,8,2.8,11,0.5,2,0.0,0,0.3,1,37.5,0.0,33.3,37.5,3.6,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Fuller,1996,2001,5,1,C,GSW,225,3.7,835,3.0,674,0.2,46,0.2,34,0.3,60,42.2,0.0,66.8,42.2,10.3,0.4,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Fuller,1980,1981,1,1,SG,DET,15,4.0,60,2.8,42,1.9,28,0.7,10,0.1,1,36.4,0.0,75.0,36.4,6.9,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence Funderburke,1997,2005,7,1,PF,SAC,318,6.4,2031,3.6,1142,0.6,183,0.3,94,0.3,100,50.6,11.8,67.5,50.6,16.4,1.8,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry Furlow,1976,1980,4,1,SG,CLE,239,10.7,2550,2.1,507,2.4,568,0.7,159,0.3,69,45.9,29.3,86.2,46.5,16.2,1.8,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Gabor,1949,1955,6,1,SG,PHI,307,9.8,2997,1.8,448,2.0,626,0.0,0,0.0,0,34.4,0.0,73.7,0.0,12.9,1.9,11.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Gadzuric,2002,2012,10,1,C,MIL,527,4.7,2465,4.4,2326,0.4,196,0.5,242,0.9,448,50.0,0.0,49.8,50.0,14.4,1.6,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deng Gai,2005,2006,1,1,C,PHI,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Gaines,1988,1995,5,1,SG,PHI,80,3.1,248,0.9,69,3.1,247,0.5,39,0.1,4,42.4,22.9,73.6,44.9,10.8,0.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reece Gaines,2003,2006,3,1,PG,MIL,71,1.7,123,0.7,53,0.7,50,0.2,17,0.0,3,32.4,26.9,60.6,34.8,5.3,-0.2,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sundiata Gaines,2009,2012,3,1,PG,BRK,113,4.5,508,1.5,175,1.8,207,0.7,83,0.0,3,39.7,30.1,56.2,44.5,14.5,0.5,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Gale,1971,1982,11,1,PG,SAS,842,7.4,6203,2.9,2445,3.7,3146,1.8,1349,0.5,331,46.4,18.7,78.1,46.6,12.4,3.1,34.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Chad Gallagher,1993,1994,1,1,C,UTA,2,3.0,6,0.0,0,0.0,0,0.0,0,0.0,0,100.0,0.0,0.0,100.0,66.8,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Gambee,1958,1970,12,1,SF,PHI,750,10.6,7935,5.2,3891,1.0,757,0.0,0,0.0,0,42.0,0.0,82.2,0.0,15.2,3.0,35.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kevin Gamble,1987,1997,10,1,SF,BOS,649,9.5,6154,2.2,1457,2.0,1300,0.7,470,0.3,176,50.2,36.0,81.0,52.4,14.2,3.3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorge Garbajosa,2006,2008,2,1,PF,TOR,74,8.0,589,4.7,345,1.7,128,1.1,81,0.2,15,41.5,34.4,73.1,48.0,12.0,1.5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rubén Garcés,2000,2001,1,1,PF,PHO,13,1.2,16,2.2,29,0.4,5,0.2,3,0.2,2,31.8,0.0,25.0,31.8,9.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Garcia,2003,2005,2,1,SG,SAS,10,4.7,47,1.5,15,1.8,18,0.6,6,0.1,1,32.2,27.8,66.7,36.4,7.4,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco García,2005,2015,10,1,SF,SAC,549,7.9,4323,2.6,1400,1.4,747,0.8,441,0.7,388,42.7,35.7,79.9,50.7,12.3,1.8,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Gardner,2007,2009,2,1,SG,CHI,20,2.3,45,0.6,11,0.2,3,0.2,4,0.1,1,30.5,20.0,33.3,36.4,2.4,-0.2,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vern Gardner,1949,1952,3,1,SG,GSW,151,8.9,1339,4.0,349,1.6,245,0.0,0,0.0,0,34.4,0.0,74.8,0.0,11.2,2.5,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patricio Garino,2016,2017,1,1,SG,ORL,5,0.0,0,1.4,7,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,-9.2,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Garland,1979,1980,1,1,PG,DEN,78,4.3,334,1.8,138,1.9,145,0.7,54,0.1,4,43.5,31.6,69.2,44.4,10.2,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winston Garland,1987,1995,7,1,PG,GSW,511,9.4,4799,2.8,1433,4.7,2421,1.3,674,0.2,80,43.0,28.1,83.0,43.8,12.5,2.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Garmaker,1955,1961,6,1,SG,LAL,421,13.3,5597,4.2,1748,2.6,1114,0.0,0,0.0,0,40.3,0.0,78.7,0.0,14.2,4.3,25.6,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chris Garner,1997,2001,2,1,PG,TOR,46,1.6,72,0.8,36,1.4,63,0.6,28,0.1,5,28.0,19.0,61.5,29.9,4.1,-0.4,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Garnett,1982,1986,4,1,PF,DAL,300,5.5,1638,4.3,1298,1.3,393,0.5,159,0.6,173,49.0,0.0,72.0,49.0,12.3,2.7,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlon Garnett,1998,1999,1,1,PG,BOS,24,2.1,51,0.9,21,0.8,18,0.2,5,0.0,1,29.4,26.1,75.0,35.3,6.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Garrett,1980,1984,4,1,SF,HOU,166,5.2,855,2.6,436,1.5,242,0.6,94,0.1,18,45.7,30.0,76.7,46.1,8.9,0.7,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean Garrett,1996,2002,6,1,C,MIN,359,4.8,1737,5.0,1810,0.6,204,0.5,168,1.0,372,48.0,0.0,67.7,48.0,13.3,2.4,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diante Garrett,2012,2014,2,1,PG,PHO,90,3.2,288,1.2,112,1.7,151,0.6,51,0.1,5,37.3,35.1,68.2,43.5,7.3,-0.5,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Garrett,1969,1974,5,1,SG,LAC,339,10.3,3475,3.0,1004,2.5,849,0.3,10,0.0,1,42.3,0.0,86.3,0.0,10.8,1.2,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rowland Garrett,1972,1977,5,1,SF,CHI,263,5.1,1337,2.3,607,0.4,106,0.3,75,0.2,39,44.1,0.0,77.2,0.0,13.4,1.1,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Garrick,1988,1992,4,1,SG,LAC,251,5.4,1359,2.0,501,3.4,853,1.1,266,0.1,22,46.9,8.3,77.5,47.1,11.6,1.5,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Garris,1983,1984,1,1,PF,CLE,33,4.0,131,2.3,77,0.3,10,0.2,8,0.2,6,51.0,0.0,79.4,51.0,18.5,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwane Lemorris Garris,1997,2000,2,1,SG,DEN,31,2.3,72,0.6,20,1.0,30,0.2,7,0.0,1,32.0,33.3,76.0,35.3,7.5,-0.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pat Garrity,1998,2008,10,1,PF,ORL,552,7.3,4017,2.6,1457,0.8,443,0.4,246,0.2,104,41.7,39.8,80.6,50.6,10.7,1.9,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Garvin,1973,1974,1,1,PF,LAC,6,0.3,2,0.8,5,0.0,0,0.0,0,0.0,0,25.0,0.0,0.0,0.0,3.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pau Gasol,2001,2019,18,1,C,MEM,1226,17.0,20894,9.2,11305,3.2,3925,0.5,606,1.6,1941,50.7,36.8,75.3,51.3,21.4,8.0,144.1,0,0,0,0,0,0,6,0,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0
Frank Gates,1949,1950,1,1,NA,AND,64,4.5,287,0.0,0,1.4,91,0.0,0,0.0,0,28.1,0.0,62.2,0.0,0.0,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Gatling,1991,2002,11,1,PF,GSW,700,10.3,7232,5.3,3741,0.7,461,0.7,464,0.5,375,51.3,24.9,66.0,51.7,17.6,2.9,32.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Gattison,1986,1996,9,1,PF,CHO,494,7.9,3923,4.7,2327,0.9,444,0.6,290,0.7,327,52.0,8.3,64.9,52.0,13.0,1.9,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Gayda,1950,1951,1,1,NA,TRI,15,3.7,56,2.6,39,0.9,13,0.0,0,0.0,0,41.3,0.0,75.0,0.0,0.0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Gaze,1993,1999,2,1,SG,WAS,26,1.7,43,0.5,12,0.4,11,0.2,4,0.1,2,38.1,37.5,100.0,48.8,9.6,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Michael Gbinije,2016,2017,1,1,SG,DET,9,0.4,4,0.3,3,0.2,2,0.0,0,0.0,0,10.0,0.0,100.0,10.0,-2.1,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggie Geary,1996,1998,2,1,PG,CLE,101,2.1,209,0.8,82,1.1,110,0.5,50,0.1,14,34.4,32.8,49.3,38.8,7.3,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alonzo Gee,2009,2017,8,1,SF,CLE,417,6.6,2754,3.3,1360,1.1,441,0.9,379,0.2,101,43.4,32.5,75.4,47.4,10.7,1.2,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Geiger,1992,2002,10,1,C,PHI,552,9.2,5059,5.7,3158,0.7,388,0.6,306,0.6,347,49.9,23.2,72.8,50.1,15.2,2.8,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mickaël Gelabale,2006,2013,3,1,SF,OKC,145,4.6,670,2.3,330,0.8,115,0.3,50,0.2,35,47.0,31.6,81.5,50.8,10.5,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devean George,1999,2010,11,1,SF,LAL,630,5.6,3536,3.1,1975,0.9,543,0.7,436,0.4,230,39.2,34.3,72.1,45.6,10.6,1.7,18.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Jack George,1953,1961,8,1,PG,GSW,506,10.2,5153,4.2,2129,4.3,2169,0.0,0,0.0,0,36.4,0.0,70.4,0.0,12.3,2.2,17.7,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Tate George,1990,1995,4,1,PG,BRK,177,4.2,736,1.0,180,1.8,325,0.4,76,0.1,11,41.4,7.1,82.0,41.5,10.7,0.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Georges-Hunt,2016,2018,2,1,SG,ORL,47,1.6,73,0.5,25,0.2,10,0.1,7,0.0,0,41.8,29.4,71.0,46.4,7.5,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gus Gerard,1974,1981,7,1,SF,KCK,446,8.4,3765,4.1,1811,1.3,560,0.6,283,0.7,318,43.8,27.3,69.6,43.9,13.8,1.6,11.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Derrick Gervin,1989,1991,2,1,PF,BRK,77,8.8,676,2.3,175,0.5,38,0.5,39,0.3,26,43.5,22.6,76.4,44.1,16.3,1.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Gianelli,1972,1980,8,1,C,NYK,541,7.8,4210,5.9,3188,1.5,832,0.5,225,1.0,476,47.0,0.0,70.2,47.0,11.7,2.9,23.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dick Gibbs,1971,1976,5,1,SF,HOU,333,5.2,1739,1.9,624,0.8,260,0.3,67,0.2,35,40.2,0.0,79.9,0.0,9.8,0.5,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Gibson,2006,2013,7,1,PG,CLE,397,7.8,3115,2.0,792,2.0,775,0.6,243,0.2,86,40.2,40.7,78.0,51.2,10.8,2.3,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dee Gibson,1949,1950,1,1,NA,TRI,44,6.4,281,0.0,0,2.9,126,0.0,0,0.0,0,31.4,0.0,71.8,0.0,0.0,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoot Gibson,1949,1950,1,1,NA,BOS,32,5.5,176,0.0,0,1.2,37,0.0,0,0.0,0,34.4,0.0,65.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Gibson,2016,2018,2,1,PG,DAL,21,6.7,140,1.2,25,1.4,30,0.4,8,0.0,0,41.5,36.8,72.4,50.4,11.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mel Gibson,1963,1964,1,1,NA,LAL,9,1.4,13,0.4,4,0.7,6,0.0,0,0.0,0,30.0,0.0,50.0,0.0,2.5,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Gibson,1983,1986,2,1,PF,WAS,64,1.6,101,1.7,106,0.2,14,0.2,13,0.2,11,38.7,0.0,67.9,38.7,8.6,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
