Player,Debut,Last Active,YOE,Position,Team,HOF Probability,First Ballot,Inducted as Player
Rolando Ferreira,1988,1989,1,C,POR,0.0010090150891352949,0,0
Duane Ferrell,1988,1999,11,SF,ATL,0.002497058404769651,0,0
Yogi Ferrell,2016,2021,5,PG,DAL,0.003427262431761098,0,0
Arnie Ferrin,1948,1951,3,,LAL,0.008652755290020804,0,0
Bob Ferry,1959,1969,10,C,WAS,0.0035751113348093974,0,0
Danny Ferry,1990,2003,13,PF,CLE,0.004527468114736019,0,0
Kyrylo Fesenko,2007,2012,5,C,UTA,0.0013765124523503665,0,0
Kenny Fields,1984,1988,4,SF,MIL,0.0026940805048073554,0,0
Landry Fields,2010,2015,5,SF,TOR,0.005456139623700132,0,0
Ron Filipek,1967,1968,1,,PHI,0.001182643356650048,0,0
Greg Fillmore,1970,1972,2,C,NYK,0.0012807014689028627,0,0
Hank Finkel,1966,1975,9,C,BOS,0.0029351955816928725,0,0
Michael Finley,1995,2010,15,SF,DAL,0.045792884901219084,0,0
Danny Finn,1952,1955,3,PG,GSW,0.001419034734378331,0,0
Dorian Finney-Smith,2016,2022,6,PF,DAL,0.012811869876160911,0,0
Matt Fish,1994,1997,3,C,LAC,0.0013733277131888766,0,0
Derek Fisher,1996,2014,18,PG,LAL,0.004103344214361305,0,0
Gerald Fitch,2005,2006,1,PG,MIA,0.001258247608389503,0,0
Malik Fitts,2020,2022,2,PF,LAC,0.0011990874300813212,0,0
Marcus Fizer,2000,2006,6,PF,CHI,0.0015617956711260052,0,0
Al Fleming,1977,1978,1,SF,OKC,0.0011863427703004963,0,0
Ed Fleming,1955,1960,5,SG,LAL,0.004964831754658261,0,0
Vern Fleming,1984,1996,12,PG,IND,0.010943350263907546,0,0
Luis Flores,2004,2005,1,PG,GSW,0.0011841233734174964,0,0
Bruce Flowers,1982,1983,1,PF,CLE,0.005061096169653941,0,0
Sleepy Floyd,1982,1995,13,PG,GSW,0.014468315805895773,0,0
Jonny Flynn,2009,2012,3,PG,MIN,0.0007861447610026577,0,0
Malachi Flynn,2020,2022,2,PG,TOR,0.0024283133366239293,0,0
Mike Flynn,1975,1978,3,SG,IND,0.0023416574090768132,0,0
Larry Fogle,1975,1976,1,SG,NYK,0.001199273666841556,0,0
Jack Foley,1962,1963,1,,BOS,0.001257178541588062,0,0
Isaac Fontaine,2001,2002,1,SG,MEM,0.0009985169288198208,0,0
Levi Fontaine,1970,1971,1,SG,GSW,0.0008955293124369513,0,0
Jeff Foote,2011,2012,1,C,NOP,0.00109890939344728,0,0
Bryn Forbes,2016,2022,6,SG,SAS,0.004317400026734378,0,0
Gary Forbes,2010,2012,2,SF,DEN,0.0022262373212423394,0,0
Aleem Ford,2021,2022,1,SF,ORL,0.0009879826741448397,0,0
Alphonso Ford,1993,1995,2,PG,OKC,0.0009894329642296017,0,0
Alton Ford,2001,2004,3,PF,PHO,0.001509937114770502,0,0
Chris Ford,1972,1982,10,SG,DET,0.009685569289044885,0,0
Don Ford,1975,1982,7,SF,LAL,0.0038936833546617156,0,0
Jake Ford,1970,1972,2,PG,OKC,0.001490541851540064,0,0
Phil Ford,1978,1985,7,PG,KCK,0.016575135480819705,0,0
Sharrod Ford,2005,2006,1,PF,PHO,0.0011954895882610526,0,0
Sherell Ford,1995,1996,1,SF,OKC,0.0016612068000954017,0,0
T.J. Ford,2003,2012,8,PG,IND,0.0042881787212696145,0,0
Bayard Forrest,1977,1979,2,C,PHO,0.0037710392763922198,0,0
Trent Forrest,2020,2022,2,PG,UTA,0.0027235397020083695,0,0
Joseph Forte,2001,2003,2,SG,BOS,0.0010105043106412384,0,0
Courtney Fortson,2011,2012,1,PG,LAC,0.0011679344674338833,0,0
Danny Fortson,1997,2007,10,PF,GSW,0.004097996531873887,0,0
Fred Foster,1968,1977,8,SF,SAC,0.0014412392754014612,0,0
Greg Foster,1990,2003,13,PF,UTA,0.001390603555183162,0,0
Jeff Foster,1999,2012,13,C,IND,0.007781139843849878,0,0
Rod Foster,1983,1986,3,PG,PHO,0.0019638395126982456,0,0
Antonis Fotsis,2001,2002,1,PF,MEM,0.0012684633337509714,0,0
Evan Fournier,2012,2022,10,SG,ORL,0.006222001554741929,0,0
Larry Foust,1950,1962,12,C,DET,0.9326248377378304,0,0
Jerry Fowler,1951,1952,1,,MLH,0.001093095640846415,0,0
Tremaine Fowlkes,2001,2005,4,SF,LAC,0.0017325860409289193,0,0
De'Aaron Fox,2017,2022,5,PG,SAC,0.01000264219764002,0,0
Harold Fox,1972,1973,1,PG,LAC,0.0011729365631409177,0,0
Jim Fox,1967,1977,10,C,OKC,0.013526425608462693,0,0
Rick Fox,1991,2004,13,SF,LAL,0.006125953128940989,0,0
Randy Foye,2006,2017,11,SG,MIN,0.003539674131611714,0,0
Adonal Foyle,1997,2009,12,C,GSW,0.0027634480583651998,0,0
Richie Frahm,2003,2008,4,SG,OKC,0.0020185480588092307,0,0
Steve Francis,1999,2008,9,PG,HOU,0.22478101879381684,0,0
Tellis Frank,1987,1994,5,PF,GSW,0.0020485518378466376,0,0
Jamaal Franklin,2013,2015,2,SG,MEM,0.0011888810365487874,0,0
Robert Franks,2020,2021,1,PF,ORL,0.0014769008815436171,0,0
Melvin Frazier,2018,2022,3,SG,ORL,0.0010844472407774977,0,0
Michael Frazier,2019,2020,1,SG,HOU,0.0009952856353225902,0,0
Tim Frazier,2014,2022,8,PG,NOP,0.0019569894462682456,0,0
Walt Frazier,1967,1980,13,PG,NYK,0.9989205572532799,0,1
Anthony Frederick,1988,1992,3,SF,IND,0.0013454271836633818,0,0
Jimmer Fredette,2011,2019,6,SG,SAC,0.0015227796550802448,0,0
World B. Free,1975,1988,13,SG,PHI,0.04039416167491926,0,0
Enes Freedom,2011,2022,11,C,UTA,0.01643644272041544,0,0
Joel Freeland,2012,2015,3,C,POR,0.0028658073221025566,0,0
Gary Freeman,1970,1971,1,SF,MIL,0.0033358728597666196,0,0
Rod Freeman,1973,1974,1,SF,PHI,0.0011734845395029957,0,0
Matt Freije,2004,2007,2,PF,NOP,0.000908532537201962,0,0
Larry Friend,1957,1958,1,SG,NYK,0.0008181705150185325,0,0
Pat Frink,1968,1969,1,SG,SAC,0.0007613314980457082,0,0
Jim Fritsche,1953,1955,2,PF,LAL,0.0005899373378454446,0,0
Channing Frye,2005,2019,13,C,PHO,0.005097514419380206,0,0
Bernie Fryer,1973,1975,2,SG,POR,0.0026282032980175034,0,0
Joe Fulks,1946,1954,8,PF,GSW,0.1981835904869764,0,1
Hiram Fuller,2003,2004,1,PF,ATL,0.0010873575390787256,0,0
Todd Fuller,1996,2001,5,C,GSW,0.0015573789453777992,0,0
Tony Fuller,1980,1981,1,SG,DET,0.0010643024506417065,0,0
Markelle Fultz,2017,2022,5,PG,ORL,0.0018235505613659407,0,0
Lawrence Funderburke,1997,2005,7,PF,SAC,0.003899362090808402,0,0
Terry Furlow,1976,1980,4,SG,CLE,0.004395045676474369,0,0
Bill Gabor,1949,1955,6,SG,PHI,0.008042106300802553,0,0
Wenyen Gabriel,2019,2022,3,PF,SAC,0.001621574162062664,0,0
Dan Gadzuric,2002,2012,10,C,MIL,0.003017192460770614,0,0
Daniel Gafford,2019,2022,3,C,CHI,0.02224347131883511,0,0
Deng Gai,2005,2006,1,C,PHI,0.0012119866616816263,0,0
Corey Gaines,1988,1995,5,SG,PHI,0.0013595244361601301,0,0
Reece Gaines,2003,2006,3,PG,MIL,0.0010104631647480972,0,0
Sundiata Gaines,2009,2012,3,PG,BRK,0.001738151969082334,0,0
Mike Gale,1971,1982,11,PG,SAS,0.006505836149288821,0,0
Chad Gallagher,1993,1994,1,C,UTA,0.001281535989372215,0,0
Harry Gallatin,1948,1958,10,PF,NYK,0.9584577057533605,0,1
Danilo Gallinari,2008,2022,13,SF,DEN,0.012650169500829197,0,0
Langston Galloway,2014,2022,8,SG,DET,0.003652490052863568,0,0
Dave Gambee,1958,1970,12,SF,PHI,0.005449679862827348,0,0
Kevin Gamble,1987,1997,10,SF,BOS,0.007968243271266934,0,0
Jorge Garbajosa,2006,2008,2,PF,TOR,0.00393347395427941,0,0
Rubén Garcés,2000,2001,1,PF,PHO,0.0011964569198500896,0,0
Alex Garcia,2003,2005,2,SG,SAS,0.0010567642462488798,0,0
Francisco García,2005,2015,10,SF,SAC,0.0032667589382808456,0,0
Thomas Gardner,2007,2009,2,SG,CHI,0.0009988860640066104,0,0
Vern Gardner,1949,1952,3,SG,GSW,0.008412905498658613,0,0
Patricio Garino,2016,2017,1,SG,ORL,0.001017615669277999,0,0
Darius Garland,2019,2022,3,PG,CLE,0.00939862849128762,0,0
Gary Garland,1979,1980,1,PG,DEN,0.0017890528001244994,0,0
Winston Garland,1987,1995,7,PG,GSW,0.0043130123867260554,0,0
Dick Garmaker,1955,1961,6,SG,LAL,0.31329170934167333,0,0
Chris Garner,1997,2001,2,PG,TOR,0.0008495648796297093,0,0
Bill Garnett,1982,1986,4,PF,DAL,0.009379943053295427,0,0
Kevin Garnett,1995,2016,21,PF,MIN,0.9999865818614682,1,1
Marlon Garnett,1998,1999,1,PG,BOS,0.0011851437230450284,0,0
Billy Garrett,2018,2019,1,SG,NYK,0.0011318030523031369,0,0
Calvin Garrett,1980,1984,4,SF,HOU,0.0019900187977826347,0,0
Dean Garrett,1996,2002,6,C,MIN,0.006540215284747089,0,0
Diante Garrett,2012,2014,2,PG,PHO,0.0007667430300009677,0,0
Dick Garrett,1969,1974,5,SG,LAC,0.002651709003312634,0,0
Marcus Garrett,2021,2022,1,SG,MIA,0.0013071273373601161,0,0
Rowland Garrett,1972,1977,5,SF,CHI,0.002628223856522273,0,0
Tom Garrick,1988,1992,4,SG,LAC,0.0037055774126328934,0,0
John Garris,1983,1984,1,PF,CLE,0.0025472996119496874,0,0
Kiwane Lemorris Garris,1997,2000,2,SG,DEN,0.0010867872457574256,0,0
Pat Garrity,1998,2008,10,PF,ORL,0.0035472362203948973,0,0
Usman Garuba,2021,2022,1,PF,HOU,0.0018333145346820434,0,0
Jim Garvin,1973,1974,1,PF,LAC,0.0012081141752077699,0,0
Luka Garza,2021,2022,1,C,DET,0.002107691712595544,0,0
Marc Gasol,2008,2021,13,C,MEM,0.3425600250680347,0,0
Pau Gasol,2001,2019,18,C,MEM,0.8348880779679089,0,0
Frank Gates,1949,1950,1,,AND,0.0035921916619875535,0,0
Chris Gatling,1991,2002,11,PF,GSW,0.010360899004188542,0,0
Kenny Gattison,1986,1996,9,PF,CHO,0.0036878084490838533,0,0
Rudy Gay,2006,2022,16,SF,MEM,0.004939237880819909,0,0
Ed Gayda,1950,1951,1,,TRI,0.0019677454375626098,0,0
Andrew Gaze,1993,1999,2,SG,WAS,0.001298909381754257,0,0
Michael Gbinije,2016,2017,1,SG,DET,0.0011058916099231236,0,0
Reggie Geary,1996,1998,2,PG,CLE,0.0015254870159507063,0,0
Alonzo Gee,2009,2017,8,SF,CLE,0.002475966585605176,0,0
Matt Geiger,1992,2002,10,C,PHI,0.005813274982673751,0,0
Mickaël Gelabale,2006,2013,3,SF,OKC,0.002598022041832664,0,0
Devean George,1999,2010,11,SF,LAL,0.003051200206729954,0,0
Jack George,1953,1961,8,PG,GSW,0.02493370929767493,0,0
Paul George,2010,2022,12,SF,IND,0.9763298916381188,0,0
Tate George,1990,1995,4,PG,BRK,0.0014589760404199806,0,0
Marcus Georges-Hunt,2016,2018,2,SG,ORL,0.0012925451225505994,0,0
Gus Gerard,1974,1981,7,SF,KCK,0.006171790661684365,0,0
Derrick Gervin,1989,1991,2,PF,BRK,0.002795273270569454,0,0
George Gervin,1972,1986,14,SG,SAS,0.9999477969875644,0,1
John Gianelli,1972,1980,8,C,NYK,0.007551641692837563,0,0
Dick Gibbs,1971,1976,5,SF,HOU,0.0016548390039379639,0,0
Daniel Gibson,2006,2013,7,PG,CLE,0.0055087238758236385,0,0
Dee Gibson,1949,1950,1,,TRI,0.01188150157405176,0,0
Hoot Gibson,1949,1950,1,,BOS,0.0011433002927245784,0,0
Jonathan Gibson,2016,2018,2,PG,DAL,0.0011288550984009903,0,0
Mel Gibson,1963,1964,1,,LAL,0.0010942856898167406,0,0
Mike Gibson,1983,1986,2,PF,WAS,0.0012916032939919164,0,0
Taj Gibson,2009,2022,13,PF,CHI,0.010853648888913167,0,0
J.R. Giddens,2008,2010,2,SF,BOS,0.0012956332343036824,0,0
Josh Giddey,2021,2022,1,SG,OKC,0.0014991999804878546,0,0
Trey Gilder,2009,2010,1,SF,MEM,0.0011992928624762146,0,0
Harry Giles,2018,2021,3,C,SAC,0.002557245760935694,0,0
Shai Gilgeous-Alexander,2018,2022,4,PG,OKC,0.030379700162240217,0,0
Anthony Gill,2020,2022,2,PF,WAS,0.0024834613816081892,0,0
Eddie Gill,2000,2009,7,PG,BRK,0.001450985770417013,0,0
Kendall Gill,1990,2005,15,SG,BRK,0.004431056950426225,0,0
Ben Gillery,1988,1989,1,C,SAC,0.001199002189041781,0,0
Freddie Gillespie,2020,2022,2,PF,TOR,0.0019194506697389371,0,0
Armen Gilliam,1987,2000,13,PF,PHO,0.010359356170474947,0,0
Herm Gilliam,1969,1977,8,SG,ATL,0.00596853365280042,0,0
Artis Gilmore,1971,1988,17,C,CHI,0.987383472924745,0,1
Walt Gilmore,1970,1971,1,PF,POR,0.0014107737785374126,0,0
Manu Ginóbili,2002,2018,16,SG,SAS,0.1459557149328949,1,1
Gordan Giriček,2002,2008,6,SG,UTA,0.002759267598496422,0,0
Jack Givens,1978,1980,2,SF,ATL,0.0065728327862674355,0,0
Mickell Gladness,2011,2012,1,PF,MIA,0.0014094687120545554,0,0
Gerald Glass,1990,1996,4,SF,MIN,0.0016519266005024294,0,0
Mike Glenn,1977,1987,10,SG,ATL,0.005040581491085309,0,0
Normie Glick,1949,1950,1,,LAL,0.0012950962603720533,0,0
Georgi Glouchkov,1985,1986,1,PF,PHO,0.0007421577720498695,0,0
Clarence Glover,1971,1972,1,PF,BOS,0.0015317608839978006,0,0
Dion Glover,1999,2005,6,SG,ATL,0.002285725823633666,0,0
Andreas Glyniadakis,2006,2007,1,C,OKC,0.0010037400639777423,0,0
Mike Gminski,1980,1994,14,C,BRK,0.007230454263629976,0,0
Rudy Gobert,2013,2022,9,C,UTA,0.9522411692406247,0,0
Dan Godfread,1990,1992,2,C,MIN,0.001305973195524958,0,0
Tom Gola,1955,1966,10,SG,GSW,0.4815649289855796,0,1
Anthony Goldwire,1995,2006,8,PG,DEN,0.0019259838104533939,0,0
Ryan Gomes,2005,2014,8,SF,MIN,0.005246996809659802,0,0
Glen Gondrezick,1977,1983,6,SF,DEN,0.007328571831831144,0,0
Grant Gondrezick,1986,1989,2,SG,PHO,0.0016081088380560948,0,0
Drew Gooden,2002,2016,14,PF,CLE,0.004643184253557658,0,0
Gail Goodrich,1965,1979,14,SG,LAL,0.3426663917685774,0,1
Steve Goodrich,2000,2002,2,PF,CHI,0.0011006883070021852,0,0
Archie Goodwin,2013,2017,4,SG,PHO,0.001432391836773437,0,0
Brandon Goodwin,2018,2022,4,PG,ATL,0.0014582870234164165,0,0
Jordan Goodwin,2021,2022,1,SG,WAS,0.0011105838358064465,0,0
Aaron Gordon,2014,2022,8,PF,ORL,0.01120791094472242,0,0
Ben Gordon,2004,2015,11,SG,CHI,0.005654634272615822,0,0
Drew Gordon,2014,2015,1,PF,PHI,0.0010884123934890486,0,0
Eric Gordon,2008,2022,14,SG,HOU,0.003552232886416282,0,0
Lancaster Gordon,1984,1988,4,SG,LAC,0.0006531571327400383,0,0
Paul Gordon,1949,1950,1,,BLB,0.0011012791397361221,0,0
Marcin Gortat,2007,2019,12,C,WAS,0.017021476559988223,0,0
Andrew Goudelock,2011,2016,3,SG,LAL,0.001161090615132442,0,0
Bato Govedarica,1953,1954,1,PG,PHI,0.001393632793155957,0,0
Joe Graboski,1948,1962,13,PF,GSW,0.0026798289793153046,0,0
Ricky Grace,1993,1994,1,PG,ATL,0.001195508723400057,0,0
Devonte' Graham,2018,2022,4,PG,CHO,0.007423395869841961,0,0
Greg Graham,1993,1998,5,SG,PHI,0.0014530817656155399,0,0
Joey Graham,2005,2011,6,SF,TOR,0.0028943399281755803,0,0
Mal Graham,1967,1969,2,PG,BOS,0.0016141398261401716,0,0
Orlando Graham,1988,1989,1,PF,GSW,0.001197915854679726,0,0
Paul Graham,1991,1994,3,SG,ATL,0.005176522409820674,0,0
Stephen Graham,2005,2011,6,SG,IND,0.0014414917385829663,0,0
Treveon Graham,2016,2020,4,SG,CHO,0.002000610773634433,0,0
Jim Grandholm,1990,1991,1,PF,DAL,0.001664408983841895,0,0
Ron Grandison,1988,1996,4,PF,NYK,0.0014934192546138204,0,0
Danny Granger,2005,2015,10,SF,IND,0.03274774906478314,0,0
Stewart Granger,1983,1987,3,PG,CLE,0.001163637724003076,0,0
Brian Grant,1994,2006,12,PF,MIA,0.012107908643323246,0,0
Bud Grant,1949,1951,2,,LAL,0.0019598351349685503,0,0
Gary Grant,1988,2001,13,PG,LAC,0.0017368882016452016,0,0
Greg Grant,1989,1996,6,PG,PHI,0.0014669144432330427,0,0
Harvey Grant,1988,1999,11,PF,WAS,0.007113312534487631,0,0
Horace Grant,1987,2004,17,PF,CHI,0.03183813363410441,0,0
Jerami Grant,2014,2022,8,PF,PHI,0.010775302874182248,0,0
Jerian Grant,2015,2020,5,PG,CHI,0.004105102737809778,0,0
Josh Grant,1993,1994,1,PF,GSW,0.0018152982089500844,0,0
Paul Grant,1998,2004,2,C,MIN,0.0010895198833171579,0,0
Donte Grantham,2018,2019,1,SF,OKC,0.0012119866616816263,0,0
Don Grate,1949,1950,1,,SHE,0.001186750849534683,0,0
Butch Graves,1984,1985,1,SG,CLE,0.0010954798789454166,0,0
Hassani Gravett,2021,2022,1,PG,ORL,0.00147368677428037,0,0
Aaron Gray,2007,2014,7,C,CHI,0.0021747932139377962,0,0
Devin Gray,1996,2000,2,PF,SAC,0.0012876623385451166,0,0
Ed Gray,1997,1999,2,SG,ATL,0.001237100744537388,0,0
Evric Gray,1996,1997,1,SF,BRK,0.001080571763246166,0,0
Gary Gray,1967,1968,1,SG,SAC,0.000763084567240488,0,0
Josh Gray,2017,2020,2,PG,PHO,0.0010607156385101328,0,0
Leonard Gray,1974,1977,3,PF,OKC,0.01554143483452881,0,0
Stuart Gray,1984,1991,7,C,IND,0.0016706625476672168,0,0
Sylvester Gray,1988,1989,1,SF,MIA,0.002046071134184033,0,0
Jeff Grayer,1988,1998,9,SG,MIL,0.0020900438119488495,0,0
Bob Greacen,1969,1972,3,SF,MIL,0.0011841783330508906,0,0
A.C. Green,1985,2001,16,PF,LAL,0.027155605155495057,0,0
Danny Green,2009,2022,13,SG,SAS,0.007888919972470184,0,0
Devin Green,2005,2006,1,SG,LAL,0.001099840533643165,0,0
Draymond Green,2012,2022,10,PF,GSW,0.43590478007011907,0,0
Erick Green,2014,2016,2,PG,DEN,0.0012792456996777307,0,0
Gerald Green,2005,2019,12,SG,BOS,0.0024130743306425757,0,0
Jalen Green,2021,2022,1,SG,HOU,0.001562534191107076,0,0
JaMychal Green,2014,2022,8,PF,MEM,0.007047195108356333,0,0
Javonte Green,2019,2022,3,SG,BOS,0.006877667238962355,0,0
Jeff Green,2007,2022,14,SF,OKC,0.00594510021944461,0,0
Johnny Green,1959,1973,14,PF,NYK,0.08092456179218703,0,0
Josh Green,2020,2022,2,SG,DAL,0.0037688311023888993,0,0
Ken Green,1985,1986,1,PF,NYK,0.0015034266091662378,0,0
Kenny Green,1985,1987,2,SF,PHI,0.0010648387537183866,0,0
Lamar Green,1969,1975,6,PF,PHO,0.002664216889185948,0,0
Litterial Green,1992,1999,5,PG,ORL,0.001468859080900319,0,0
Mike Green,1973,1980,7,C,OKC,0.028519481761402638,0,0
Rickey Green,1977,1992,14,PG,UTA,0.010731739037613939,0,0
Sean Green,1991,1994,3,SG,IND,0.0008376608316545216,0,0
Si Green,1956,1966,9,PG,ATL,0.002286923143276991,0,0
Sidney Green,1983,1993,10,PF,CHI,0.0029951653838113275,0,0
Steve Green,1975,1979,4,SF,IND,0.0021118056554642723,0,0
Taurean Green,2007,2008,1,"PG,SG",POR,0.0010918900315805538,0,0
Tommie Green,1978,1979,1,PG,UTA,0.0008939555995685663,0,0
Willie Green,2003,2015,12,SG,PHI,0.0020082741908926,0,0
Donté Greene,2008,2012,4,SF,SAC,0.0015473324168372327,0,0
Orien Greene,2005,2011,4,SG,BOS,0.0010031650258535746,0,0
Jerry Greenspan,1963,1965,2,SG,PHI,0.0013616061330110987,0,0
Dave Greenwood,1979,1991,12,PF,CHI,0.008876999423285818,0,0
Hal Greer,1958,1973,15,SG,PHI,0.9995611437262921,0,1
Lynn Greer,2006,2007,1,SG,MIL,0.0021377442279393193,0,0
Gary Gregor,1968,1974,6,SF,POR,0.0018042311304863235,0,0
Claude Gregory,1985,1988,2,PF,WAS,0.001143746961301315,0,0
John Greig,1982,1983,1,SF,OKC,0.0012936097657389282,0,0
Norm Grekin,1953,1954,1,,GSW,0.0012119866616816263,0,0
Kevin Grevey,1975,1985,10,SF,WAS,0.005063296549785921,0,0
Adrian Griffin,1999,2008,9,SG,DAL,0.0036163339760469813,0,0
Blake Griffin,2010,2022,12,PF,LAC,0.9386890473592304,0,0
Eddie Griffin,2001,2007,5,PF,MIN,0.005838358668100163,0,0
Greg Griffin,1977,1978,1,SF,PHO,0.0010635221447533494,0,0
Paul Griffin,1976,1983,7,PF,SAS,0.007902289007202875,0,0
Taylor Griffin,2009,2010,1,SF,PHO,0.0011954784680753888,0,0
Darrell Griffith,1980,1991,10,SG,UTA,0.003725895281643237,0,0
Chuck Grigsby,1954,1955,1,,NYK,0.001182867980857969,0,0
Quentin Grimes,2021,2022,1,SG,NYK,0.0038553308853644026,0,0
Derek Grimm,1997,1998,1,SF,SAC,0.0011916804018954617,0,0
Dick Groat,1952,1953,1,PG,DET,0.006109561539877465,0,0
Bob Gross,1975,1983,8,SF,POR,0.013481871185465328,0,0
Jerry Grote,1964,1965,1,,LAL,0.0013045761809384851,0,0
Alex Groza,1949,1951,2,,INO,0.9999404463974935,0,0
Anthony Grundy,2005,2006,1,SG,ATL,0.0013791606307579482,0,0
Ernie Grunfeld,1977,1986,9,SF,NYK,0.006600441726944796,0,0
Gene Guarilia,1959,1963,4,SF,BOS,0.0014786834271205622,0,0
Pétur Guðmundsson,1981,1989,4,C,SAS,0.0016954345674167533,0,0
Marko Guduric,2019,2020,1,SG,MEM,0.001268113943451244,0,0
Richie Guerin,1956,1970,13,SG,NYK,0.7208995835965815,0,1
Tom Gugliotta,1992,2005,13,PF,PHO,0.00934430993194373,0,0
Andrés Guibert,1993,1995,2,C,MIN,0.0010819076252800046,0,0
Jay Guidinger,1992,1994,2,C,CLE,0.0014110960419513043,0,0
Dave Gunther,1962,1963,1,,GSW,0.0011867292023742522,0,0
Al Guokas,1949,1950,1,,DNN,0.00048562395885664043,0,0
Matt Guokas,1966,1976,10,SG,PHI,0.00587438574207036,0,0
Jorge Gutiérrez,2013,2016,3,PG,BRK,0.0015046564260099851,0,0
Kyle Guy,2019,2022,3,SG,SAC,0.0011686826790687325,0,0
A.J. Guyton,2000,2003,3,PG,CHI,0.0012387500562638502,0,0
Rui Hachimura,2019,2022,3,PF,WAS,0.004543839980648574,0,0
Rudy Hackett,1975,1977,2,PF,SSL,0.0013528287360546078,0,0
Hamed Haddadi,2008,2013,5,C,MEM,0.001476553231222584,0,0
Scott Haffner,1989,1991,2,PG,MIA,0.0010603714473827886,0,0
Cliff Hagan,1956,1970,13,SF,ATL,0.7641342368589987,0,1
Glenn Hagan,1981,1982,1,PG,DET,0.0012977622141459742,0,0
Ashton Hagans,2020,2021,1,PG,MIN,0.0012119866616816263,0,0
Robert Hahn,1949,1950,1,,CHS,0.0013087545369837544,0,0
Al Hairston,1968,1970,2,SG,OKC,0.001002454486978098,0,0
Happy Hairston,1964,1975,11,PF,LAL,0.03887891876946538,0,0
Lindsay Hairston,1975,1976,1,SF,DET,0.0027241266466112375,0,0
Malik Hairston,2008,2010,2,SG,SAS,0.0016550272361655993,0,0
P.J. Hairston,2014,2016,2,SF,CHO,0.0017337833016401302,0,0
Marcus Haislip,2002,2010,4,PF,MIL,0.001257755484198545,0,0
Swede Halbrook,1960,1962,2,C,PHI,0.0012289454140518553,0,0
Jack Haley,1988,1998,9,PF,BRK,0.0013933373524966334,0,0
Tyrese Haliburton,2020,2022,2,PG,SAC,0.07754874457732969,0,0
Shaler Halimon,1968,1973,5,SF,CHI,0.0012117434596686028,0,0
Devon Hall,2019,2020,1,PG,OKC,0.000998475020458857,0,0
Donta Hall,2019,2021,2,PF,DET,0.001904505282693756,0,0
Josh Hall,2020,2021,1,SF,OKC,0.0005282655053652353,0,0
Mike Hall,2006,2007,1,SF,WAS,0.0011992832646205264,0,0
Tyler Hall,2021,2022,1,SG,NYK,0.0012119866616816263,0,0
Jeff Halliburton,1971,1973,2,SG,ATL,0.0020471940875185952,0,0
Darvin Ham,1996,2005,8,SF,MIL,0.001864224858417173,0,0
Steve Hamer,1996,1997,1,C,BOS,0.0014093648761919408,0,0
Dale Hamilton,1949,1950,1,,WAT,0.0009149650247441565,0,0
Daniel Hamilton,2017,2019,2,SG,OKC,0.0011760993767201205,0,0
Dennis Hamilton,1967,1971,4,PF,LAL,0.0025220426534506356,0,0
Jordan Hamilton,2011,2016,5,SF,DEN,0.0017842837639765788,0,0
Justin Hamilton,2013,2017,3,C,MIA,0.0029993907826462583,0,0
Richard Hamilton,1999,2013,14,SG,DET,0.054857869836657275,0,0
Roy Hamilton,1979,1981,2,PG,DET,0.000973423230984024,0,0
Steve Hamilton,1958,1960,2,SF,LAL,0.0017626654010649027,0,0
Tang Hamilton,2001,2002,1,SF,MIA,0.0014100662527352645,0,0
Thomas Hamilton,1995,2000,2,C,BOS,0.0010787584441727498,0,0
Zendon Hamilton,2000,2006,6,C,PHI,0.001657279748645349,0,0
Geert Hammink,1993,1996,3,C,ORL,0.0011857206790255375,0,0
Tom Hammonds,1989,2001,12,PF,DEN,0.0021523750344942584,0,0
A.J. Hammons,2016,2017,1,C,DAL,0.001183766300417772,0,0
R.J. Hampton,2020,2022,2,SG,ORL,0.001219703780287517,0,0
Darrin Hancock,1994,1997,3,SF,CHO,0.0016192244690074638,0,0
Ben Handlogten,2003,2005,2,C,UTA,0.001769653169416571,0,0
Phil Hankinson,1973,1975,2,SF,BOS,0.0014975693264964503,0,0
Dusty Hannahs,2018,2020,2,SG,MEM,0.00114982623365953,0,0
Alex Hannum,1949,1957,8,PF,SAC,0.0032194383021393654,0,0
Don Hanrahan,1952,1953,1,,INO,0.0014158192250558676,0,0
Rollen Hans,1953,1955,2,SG,BLB,0.0014463628725500139,0,0
Ben Hansbrough,2012,2013,1,PG,IND,0.0014128833840376328,0,0
Tyler Hansbrough,2009,2016,7,PF,IND,0.008400622801186121,0,0
Bob Hansen,1983,1992,9,SG,UTA,0.0032768917116889223,0,0
Glenn Hansen,1975,1978,3,SG,KCK,0.0014545832434976764,0,0
Lars Hansen,1978,1979,1,C,OKC,0.0019385899252385803,0,0
Travis Hansen,2003,2004,1,SF,ATL,0.0013972601429136325,0,0
Reggie Hanson,1997,1998,1,SF,BOS,0.001201755690812302,0,0
Bill Hanzlik,1980,1990,10,SF,DEN,0.005081365657456409,0,0
Luke Harangody,2010,2012,2,PF,CLE,0.0017811738082373638,0,0
Anfernee Hardaway,1993,2008,14,SG,ORL,0.29864082417237753,0,0
Tim Hardaway,1989,2003,13,PG,GSW,0.8694177393225498,0,1
Tim Hardaway Jr.,2013,2022,9,SG,NYK,0.006525497853505307,0,0
James Harden,2009,2022,13,SG,HOU,0.9999740633176024,1,0
