Player,Debut,Last Active,YOE,Retired,Position,Team,Total Games,Career PPG,Total PTS,Career RPG,Total RBS,Career APG,Total AST,Career SPG,Total STL,Career BPG,Total BLK,Career FG%,Career FG3%,Career FT%,Career eFG%,PER,Avg WS,Total WS,Hall of Fame,Inducted as Player,Inducted as Coach,Inducted as Contributor,Year Inducted,All-Stars,Scoring Champs,Rebound Champs,Assist Champs,Steal Champs,Block Champs,NBA Champs,All-NBA,All-Rookie,ROY,All-Defensive,Most Improved,Sixth Man,AS MVPs,DPOYs,MVPs,Finals MVPs,NBA 75th Anniv. Team
Andrew Wiggins,2014,2022,8,0,SF,MIN,598,19.3,11519,4.4,2649,2.3,1393,1.0,595,0.7,399,44.8,35.0,72.3,49.2,14.8,3.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Lindell Wigginton,2021,2022,1,0,PG,MIL,18,3.4,62,1.2,22,0.8,15,0.2,4,0.1,1,41.3,35.0,58.6,48.9,9.5,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan Williams,2015,2019,4,0,PF,PHO,67,6.2,413,5.5,371,0.6,39,0.6,37,0.6,38,50.6,0.0,62.6,50.6,19.2,0.6,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Williams,2021,2022,1,0,PG,POR,23,13.0,299,3.0,70,3.9,90,1.0,22,0.4,9,38.0,29.4,69.8,43.6,11.4,-0.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Williams,2017,2019,2,0,SG,LAC,53,4.7,248,1.2,64,1.0,55,0.7,37,0.2,13,44.8,28.7,76.5,50.6,9.4,0.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Williams,2019,2022,3,0,PF,BOS,208,5.4,1124,3.0,627,1.0,209,0.5,100,0.6,116,45.1,37.0,77.0,55.1,9.3,2.6,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnathan Williams,2018,2020,2,0,C,LAL,39,5.2,202,4.2,163,0.5,21,0.2,9,0.4,15,58.3,0.0,55.7,58.3,14.8,0.8,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenrich Williams,2018,2022,4,0,SF,NOP,200,6.5,1304,4.5,898,2.0,400,0.9,171,0.3,67,45.3,34.6,54.0,52.7,11.5,1.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lou Williams,2005,2022,17,0,PG,PHI,1123,13.9,15593,2.2,2484,3.4,3789,0.8,952,0.2,192,41.9,35.1,84.2,47.9,18.0,3.9,65.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Patrick Williams,2020,2022,2,0,PF,CHI,87,8.9,773,4.5,392,1.3,110,0.8,73,0.6,54,49.1,40.5,71.7,54.5,10.7,1.6,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Robert Williams,2018,2022,4,0,C,BOS,174,7.2,1255,6.6,1155,1.4,249,0.7,130,1.7,300,72.8,0.0,66.5,72.8,23.0,4.6,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy Williams,2016,2019,3,0,SF,HOU,72,6.0,429,2.7,191,0.7,52,0.8,57,0.3,22,44.9,29.9,64.9,50.7,11.0,0.4,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziaire Williams,2021,2022,1,0,SF,MEM,61,7.9,483,2.0,125,1.0,64,0.6,34,0.2,12,45.6,31.2,77.4,54.4,9.6,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigel Williams-Goss,2019,2020,1,0,PG,UTA,10,1.4,14,0.6,6,0.6,6,0.3,3,0.1,1,31.3,28.6,100.0,37.5,8.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zion Williamson,2019,2021,2,0,PF,NOP,85,25.7,2187,7.0,591,3.2,276,0.9,73,0.6,48,60.4,33.3,68.3,61.0,26.3,5.3,10.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D.J. Wilson,2017,2022,5,0,PF,MIL,146,4.4,647,3.1,452,0.7,108,0.3,40,0.3,43,41.9,32.7,61.8,50.2,10.7,0.6,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan Windler,2020,2022,2,0,SF,CLE,80,3.4,269,2.4,193,0.8,65,0.4,33,0.2,15,41.3,32.4,80.0,51.8,10.0,0.7,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justise Winslow,2015,2022,7,0,SF,MIA,315,8.4,2633,5.1,1615,2.5,791,0.9,277,0.4,126,41.3,31.5,63.4,45.5,10.4,1.1,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cassius Winston,2020,2022,2,0,PG,WAS,28,2.0,55,0.4,10,0.6,18,0.1,2,0.0,1,43.9,45.5,90.0,56.1,10.5,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Wiseman,2020,2021,1,0,C,GSW,39,11.5,448,5.8,226,0.7,26,0.3,11,0.9,36,51.9,31.6,62.8,53.5,13.1,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Wood,2015,2022,6,0,PF,HOU,222,14.2,3156,7.3,1621,1.3,299,0.6,137,0.9,190,51.9,38.0,66.8,58.1,20.3,2.4,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Woodard II,2020,2022,2,0,SF,SAC,25,1.1,27,1.1,27,0.2,5,0.0,1,0.2,4,27.8,20.0,50.0,30.6,7.5,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delon Wright,2015,2022,7,0,PG,TOR,410,7.2,2950,3.2,1316,3.0,1243,1.2,473,0.4,148,45.3,35.5,79.8,51.1,15.6,3.2,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McKinley Wright IV,2021,2022,1,0,PG,MIN,4,1.3,5,0.0,0,0.3,1,0.0,0,0.0,0,66.7,50.0,0.0,83.3,10.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moses Wright,2021,2022,1,0,PF,LAC,3,1.0,3,0.3,1,0.3,1,0.0,0,0.0,0,25.0,0.0,100.0,25.0,12.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Wright-Foreman,2019,2020,1,0,PG,UTA,4,4.8,19,1.3,5,1.8,7,0.5,2,0.0,0,35.0,20.0,75.0,40.0,8.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guerschon Yabusele,2017,2019,2,0,PF,BOS,74,2.3,173,1.4,105,0.4,31,0.2,12,0.2,12,44.2,32.3,68.2,51.8,12.4,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thaddeus Young,2007,2022,15,0,PF,PHI,1084,12.8,13843,5.9,6342,1.8,1999,1.4,1533,0.4,447,50.2,33.1,66.3,52.3,16.4,4.6,68.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Trae Young,2018,2022,4,0,PG,ATL,279,25.3,7048,3.9,1080,9.1,2533,0.9,262,0.2,42,43.9,35.4,87.2,51.0,22.3,6.5,26.1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Omer Yurtseven,2021,2022,1,0,C,MIA,55,5.3,292,5.2,284,0.9,48,0.3,16,0.3,19,54.5,12.5,62.7,54.7,18.2,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Zeller,2013,2022,9,0,C,CHO,494,8.5,4202,6.0,2949,1.4,691,0.6,320,0.6,321,52.0,22.1,73.1,52.5,16.2,3.6,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tyler Zeller,2012,2020,8,0,C,BOS,414,6.9,2873,4.4,1820,0.9,367,0.3,104,0.6,241,50.8,28.6,76.4,51.1,14.9,2.1,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ante Žižić,2017,2020,3,0,C,CLE,113,6.0,674,3.9,446,0.6,64,0.2,22,0.4,40,58.1,0.0,71.1,58.1,17.4,1.2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivica Zubac,2016,2022,6,0,C,LAC,359,8.3,2989,6.5,2339,1.1,408,0.3,112,0.8,302,59.7,10.0,75.4,59.7,19.2,4.3,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
