Player,Debut,Last Active,YOE,Retired,Position,Team,Total Games,Career PPG,Total PTS,Career RPG,Total RBS,Career APG,Total AST,Career SPG,Total STL,Career BPG,Total BLK,Career FG%,Career FG3%,Career FT%,Career eFG%,PER,Avg WS,Total WS,Hall of Fame,Inducted as Player,Inducted as Coach,Inducted as Contributor,Year Inducted,All-Stars,Scoring Champs,Rebound Champs,Assist Champs,Steal Champs,Block Champs,NBA Champs,All-NBA,All-Rookie,ROY,All-Defensive,Most Improved,Sixth Man,AS MVPs,DPOYs,MVPs,Finals MVPs,NBA 75th Anniv. Team
Quincy Miller,2012,2015,3,1,PF,DEN,69,4.3,295,2.4,169,0.5,37,0.4,30,0.5,37,35.0,29.2,70.6,40.4,8.4,-0.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggie Miller,1987,2005,18,1,SG,IND,1389,18.2,25279,3.0,4182,3.0,4141,1.1,1505,0.2,299,47.1,39.5,88.8,54.4,18.4,9.7,174.4,1,1,0,0,2012,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
Chris Mills,1993,2003,10,1,SF,GSW,568,11.2,6357,4.9,2808,1.9,1063,0.7,421,0.4,247,43.2,35.1,81.7,47.1,13.3,3.8,37.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patty Mills,2009,2022,13,0,PG,SAS,819,9.2,7512,1.7,1388,2.3,1892,0.7,533,0.1,73,42.6,38.9,85.5,54.1,13.7,2.7,35.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Terry Mills,1990,2001,11,1,PF,DET,678,10.6,7175,5.4,3680,1.3,891,0.6,397,0.4,296,45.7,38.4,78.1,50.0,14.7,3.0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Millsap,2014,2017,3,1,SG,UTA,69,4.2,287,2.8,191,1.1,78,0.9,63,0.3,19,32.7,27.9,67.9,37.9,7.4,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Millsap,2006,2022,16,0,PF,UTA,1085,13.4,14536,7.1,7673,2.2,2378,1.2,1327,1.0,1045,48.9,34.1,73.6,51.3,18.7,6.0,95.4,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Shake Milton,2018,2022,4,0,SG,PHI,177,9.6,1701,2.3,409,2.5,450,0.5,93,0.3,49,44.5,36.1,81.5,51.0,13.1,1.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harold Miner,1992,1996,4,1,SG,MIA,200,9.0,1801,2.2,432,1.2,245,0.4,80,0.1,27,46.0,31.1,78.5,46.8,12.6,1.1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yao Ming,2002,2011,8,1,C,HOU,486,19.0,9247,9.2,4494,1.6,769,0.4,189,1.9,920,52.4,20.0,83.3,52.5,23.0,8.2,65.9,1,1,0,0,2016,8,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
Dirk Minniefield,1985,1988,3,1,PG,CLE,222,5.3,1187,1.7,367,3.8,845,0.9,196,0.0,11,47.0,27.2,73.9,48.1,11.4,1.4,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Minor,1951,1953,2,1,SG,BLB,116,7.6,877,4.5,527,2.5,288,0.0,0,0.0,0,36.0,0.0,75.4,0.0,11.8,1.8,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Minor,1994,1999,5,1,SG,BOS,277,6.9,1902,2.7,741,1.4,384,0.6,156,0.2,46,47.8,22.6,76.7,48.5,12.9,1.6,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Minor,1972,1973,1,1,SF,BOS,4,1.3,5,1.0,4,0.5,2,0.0,0,0.0,0,25.0,0.0,75.0,0.0,6.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikola Mirotić,2014,2019,5,0,PF,CHI,319,12.3,3910,5.9,1894,1.3,407,0.8,240,0.7,228,42.3,35.9,80.8,52.2,16.7,4.2,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jason Miskiri,1999,2000,1,1,PG,CHO,1,0.0,0,0.0,0,1.0,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,-12.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davion Mitchell,2021,2022,1,0,PG,SAC,74,11.4,843,2.2,163,4.0,298,0.7,55,0.3,22,41.9,31.3,64.9,47.8,10.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donovan Mitchell,2017,2022,5,0,SG,UTA,345,23.9,8234,4.2,1433,4.5,1542,1.3,445,0.3,99,44.1,36.1,83.3,51.2,18.9,5.8,28.9,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mike Mitchell,1978,1988,10,1,SF,SAS,759,19.8,15016,5.6,4246,1.3,1010,0.7,530,0.5,400,49.3,21.6,77.9,49.4,16.7,5.0,50.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murray Mitchell,1949,1950,1,1,NA,AND,2,1.0,2,0.0,0,1.0,2,0.0,0,0.0,0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Mitchell,1989,2002,13,1,SF,MIN,994,8.7,8636,3.7,3711,1.1,1089,0.6,548,0.3,301,44.7,22.3,78.4,45.1,12.6,3.2,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Mitchell,1988,1989,1,1,SF,MIA,24,5.1,123,2.1,50,0.9,21,0.7,16,0.1,2,44.3,0.0,57.8,44.3,7.5,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Mitchell,2013,2014,1,1,SF,MIL,3,2.0,6,0.3,1,0.3,1,0.3,1,0.0,0,60.0,0.0,0.0,60.0,30.9,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Mitchell,2013,2014,1,1,PF,DET,21,1.0,22,1.2,26,0.1,2,0.3,6,0.1,3,41.7,100.0,57.9,45.8,18.1,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naz Mitrou-Long,2017,2020,3,0,SG,UTA,20,1.7,33,0.7,13,1.2,23,0.1,2,0.1,2,34.2,20.8,100.0,40.8,5.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Mix,1969,1983,13,1,SF,PHI,788,10.6,8357,5.3,4160,1.8,1393,1.2,884,0.2,173,49.9,28.6,80.3,49.9,16.2,4.4,57.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Mlkvy,1952,1953,1,1,SF,GSW,31,5.8,181,3.3,101,2.0,62,0.0,0,0.0,0,30.5,0.0,64.6,0.0,9.5,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuttino Mobley,1998,2009,11,1,SG,HOU,747,16.0,11964,3.9,2902,2.7,2015,1.2,878,0.4,313,43.3,37.8,83.5,48.7,14.4,4.7,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eric Mobley,1994,1997,3,1,C,MIL,113,3.9,440,3.1,351,0.5,57,0.2,27,0.5,61,54.1,75.0,47.5,54.5,10.6,0.4,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Mobley,2021,2022,1,0,PF,CLE,68,14.9,1016,8.2,560,2.5,173,0.8,56,1.6,111,50.7,25.0,66.5,52.1,15.9,5.1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Moffett,1977,1978,1,1,SF,HOU,20,0.8,16,1.1,21,0.4,7,0.1,2,0.1,2,29.4,0.0,60.0,0.0,4.0,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nazr Mohammed,1998,2016,18,1,C,ATL,1005,5.8,5827,4.7,4708,0.4,375,0.4,432,0.6,639,48.6,0.0,64.0,48.6,15.0,1.9,34.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jérôme Moïso,2000,2005,5,1,C,TOR,145,2.7,386,2.7,395,0.3,38,0.3,45,0.5,68,48.9,0.0,59.3,48.9,12.1,0.4,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Mokeski,1979,1991,12,1,C,MIL,694,4.0,2764,3.4,2342,0.7,500,0.3,228,0.4,307,45.1,21.6,69.4,45.3,8.9,1.1,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Mokoka,2019,2021,2,0,SF,CHI,25,1.9,47,0.6,15,0.4,9,0.2,6,0.0,1,40.4,28.0,40.0,47.9,6.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Molinas,1953,1954,1,1,SF,DET,32,11.6,370,7.1,228,1.6,51,0.0,0,0.0,0,39.0,0.0,75.9,0.0,19.3,3.6,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidney Moncrief,1979,1991,11,1,SG,MIL,767,15.6,11931,4.7,3575,3.6,2793,1.2,924,0.3,228,50.2,28.4,83.1,50.9,18.7,8.2,90.3,1,1,0,0,2019,5,0,0,0,0,0,0,5,0,0,5,0,0,0,2,0,0,0
Eric Money,1974,1980,6,1,PG,DET,426,12.2,5211,2.1,894,3.8,1623,1.2,524,0.1,62,49.4,0.0,74.8,49.4,14.5,2.5,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergei Monia,2005,2006,1,1,SF,POR,26,3.0,77,2.0,52,0.7,19,0.3,7,0.2,5,33.3,26.5,71.4,38.5,6.3,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malik Monk,2017,2022,5,0,SG,CHO,308,10.2,3135,2.3,713,2.0,626,0.5,162,0.3,77,42.3,35.4,82.7,51.6,12.8,1.1,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earl Monroe,1967,1980,13,1,SG,NYK,926,18.8,17454,3.0,2796,3.9,3594,1.0,473,0.3,121,46.4,0.0,80.7,46.4,17.2,6.0,77.4,1,1,0,0,1990,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Greg Monroe,2010,2022,10,0,C,DET,645,13.0,8393,8.2,5290,2.1,1371,1.1,678,0.6,371,51.4,5.9,70.3,51.4,20.1,5.0,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rodney Monroe,1991,1992,1,1,SG,ATL,38,3.4,131,0.9,33,0.7,27,0.3,12,0.1,2,36.8,22.2,82.6,38.9,8.8,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Montero,2015,2018,2,1,SG,POR,14,1.0,14,0.4,6,0.1,1,0.0,0,0.0,0,25.0,11.1,75.0,27.5,-4.8,-0.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howie Montgomery,1962,1963,1,1,SF,GSW,20,7.2,144,3.5,69,1.1,21,0.0,0,0.0,0,42.5,0.0,60.9,0.0,9.9,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Montross,1994,2002,8,1,C,DET,465,4.5,2071,4.6,2159,0.4,207,0.3,122,0.6,275,49.0,0.0,47.8,49.0,9.1,1.1,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Moses Moody,2021,2022,1,0,SG,GSW,51,4.4,223,1.5,79,0.4,21,0.1,7,0.2,10,43.3,35.8,77.8,54.2,10.5,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamario Moon,2007,2012,5,1,SF,TOR,286,6.3,1807,4.3,1227,1.0,291,0.8,229,0.8,236,46.1,32.9,80.3,51.8,13.1,2.9,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Xavier Moon,2021,2022,1,0,SG,LAC,9,4.6,41,1.2,11,1.9,17,0.7,6,0.2,2,42.5,36.4,60.0,47.5,13.1,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Mooney,1952,1953,1,1,SF,GSW,18,7.5,135,3.9,70,1.9,35,0.0,0,0.0,0,36.5,0.0,67.5,0.0,9.5,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Mooney,2019,2022,2,0,SG,CLE,5,0.4,2,0.6,3,0.2,1,0.6,3,0.2,1,20.0,0.0,0.0,20.0,5.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Moore,1987,1988,1,1,"PF,SF",DEN,10,2.4,24,1.4,14,0.6,6,0.2,2,0.1,1,33.3,0.0,75.0,33.3,12.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Moore,2017,2018,1,1,PF,IND,2,0.0,0,0.5,1,0.5,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,-2.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E'Twaun Moore,2011,2021,10,0,SG,NOP,598,7.9,4743,2.0,1208,1.8,1055,0.7,395,0.2,131,45.5,38.8,74.2,52.1,11.4,1.5,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackie Moore,1954,1957,3,1,SF,GSW,134,2.7,365,2.5,338,0.5,67,0.0,0,0.0,0,39.1,0.0,62.3,0.0,10.6,0.5,1.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Johnny Moore,1980,1990,9,1,PG,SAS,520,9.4,4890,3.0,1548,7.4,3866,2.0,1017,0.2,116,46.0,25.1,71.2,47.1,16.7,3.3,30.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lowes Moore,1980,1983,3,1,PG,BRK,112,6.7,752,2.0,227,2.8,316,0.8,89,0.2,19,44.2,20.0,75.0,45.0,10.7,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikki Moore,1998,2012,13,1,C,DET,564,5.8,3257,3.9,2196,0.7,409,0.3,179,0.5,306,55.1,15.4,74.3,55.1,12.5,1.7,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otto Moore,1968,1977,9,1,C,DET,682,8.2,5616,8.2,5575,1.6,1060,0.7,186,1.2,342,45.3,0.0,60.9,0.0,13.1,2.7,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Moore,1987,1988,1,1,C,DET,14,1.7,24,0.6,8,0.1,1,0.4,5,0.0,0,31.0,0.0,75.0,31.0,2.0,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracy Moore,1991,1997,5,1,SG,DAL,119,7.0,833,1.5,183,1.0,121,0.5,62,0.1,8,40.4,34.4,83.8,45.6,12.7,0.4,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ja Morant,2019,2022,3,0,PG,MEM,187,21.2,3961,4.5,836,7.1,1337,1.0,181,0.3,53,47.4,32.7,75.4,51.0,19.4,4.6,13.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Eric Moreland,2014,2019,4,0,PF,SAC,83,1.9,160,3.7,310,1.0,83,0.4,32,0.7,56,53.7,100.0,39.4,54.0,13.3,0.6,2.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jackie Moreland,1960,1970,8,1,PF,DET,582,9.8,5730,5.9,3417,1.6,937,0.0,0,0.0,0,42.0,30.0,72.1,42.0,13.0,2.4,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guy Morgan,1982,1983,1,1,SG,IND,8,1.9,15,2.1,17,0.9,7,0.3,2,0.0,0,29.2,0.0,25.0,29.2,9.9,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juwan Morgan,2019,2022,3,0,PF,UTA,52,1.5,76,1.2,61,0.3,16,0.1,5,0.1,3,52.5,34.8,54.5,59.3,9.2,0.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rex Morgan,1970,1972,2,1,SG,BOS,62,2.8,172,1.5,91,0.6,39,0.0,0,0.0,0,37.5,0.0,68.2,0.0,10.0,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren Morningstar,1993,1994,1,1,C,DAL,23,4.2,96,3.5,81,0.7,15,0.6,14,0.1,2,47.6,0.0,60.0,47.6,8.9,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Morris,1988,1999,11,1,SF,BRK,747,11.0,8184,4.7,3544,1.6,1182,1.2,917,0.7,540,44.1,30.6,73.9,47.5,15.1,3.4,37.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Darius Morris,2011,2015,4,1,PG,LAL,132,3.3,430,1.0,126,1.4,189,0.3,45,0.0,2,38.4,32.2,63.0,43.9,7.7,-0.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Morris,1992,1993,1,1,SF,DET,25,2.2,55,0.5,12,0.2,4,0.1,3,0.0,1,45.6,0.0,75.0,45.6,10.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaylen Morris,2017,2022,3,0,SG,ATL,13,3.1,40,1.8,23,1.0,13,0.3,4,0.1,1,35.4,20.0,50.0,38.5,5.6,-0.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Morris,2011,2022,11,0,PF,PHO,718,12.4,8921,4.6,3298,1.5,1085,0.7,488,0.3,204,43.5,37.7,77.3,51.1,13.5,3.3,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Markieff Morris,2011,2022,11,0,PF,PHO,715,10.9,7822,5.2,3714,1.6,1153,0.8,578,0.5,369,44.6,34.1,77.7,49.1,13.6,2.5,27.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Max Morris,1949,1950,1,1,NA,SHE,62,12.6,781,0.0,0,3.1,194,0.0,0,0.0,0,36.3,0.0,66.7,0.0,0.0,4.1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monte Morris,2017,2022,5,0,PG,DEN,280,10.5,2947,2.3,655,3.7,1042,0.8,221,0.2,48,48.1,39.4,83.0,54.9,15.1,3.7,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randolph Morris,2006,2010,4,1,C,NYK,74,1.9,140,1.4,104,0.1,7,0.2,13,0.1,7,42.6,0.0,54.5,42.6,6.4,-0.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terence Morris,2001,2006,3,1,SF,HOU,139,3.4,472,2.7,377,0.7,93,0.3,35,0.4,49,40.7,19.6,71.1,42.8,9.9,0.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Morrison,2006,2010,3,1,SF,CHO,161,7.5,1200,2.1,342,1.4,222,0.2,40,0.1,12,37.3,33.1,71.0,42.3,7.4,-0.5,-1.4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Mike Morrison,1989,1990,1,1,SG,PHO,36,2.0,72,0.6,20,0.3,11,0.1,2,0.0,0,33.8,28.6,80.0,35.3,4.2,-0.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Morrison,1954,1958,3,1,C,BOS,155,3.6,555,5.3,822,0.9,135,0.0,0,0.0,0,39.6,0.0,57.2,0.0,10.8,0.7,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Morrow,2008,2017,9,1,SG,OKC,564,9.4,5327,2.2,1215,0.9,494,0.6,317,0.1,75,44.7,41.7,88.0,53.9,13.2,2.6,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwayne Morton,1994,1995,1,1,PG,GSW,41,4.1,167,1.4,58,0.4,18,0.3,11,0.4,15,38.8,36.0,68.2,42.2,11.0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Morton,1989,1992,3,1,SG,CLE,128,4.8,609,1.3,161,2.7,342,0.7,92,0.2,23,38.6,22.4,78.7,39.9,10.5,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Morton,1988,1989,1,1,PG,IND,2,3.0,6,0.0,0,0.5,1,0.0,0,0.0,0,75.0,0.0,0.0,75.0,12.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn Mosley,1977,1979,2,1,PF,PHI,32,3.1,98,2.2,69,0.7,21,0.3,8,0.3,10,40.9,0.0,57.8,0.0,11.2,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perry Moss,1985,1987,2,1,PG,WAS,136,3.9,536,1.5,210,1.5,198,0.7,98,0.1,18,41.5,17.4,72.2,42.3,9.2,0.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence Moten,1995,1998,3,1,SG,MEM,119,6.3,747,1.5,181,1.5,182,0.6,77,0.3,32,40.8,29.9,65.2,45.0,12.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donatas Motiejūnas,2012,2019,6,0,PF,HOU,251,7.3,1832,3.8,952,1.1,269,0.5,118,0.3,82,46.9,30.0,59.7,50.8,12.4,1.2,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnathan Motley,2017,2020,3,0,PF,LAC,46,4.9,226,2.4,110,0.6,26,0.2,11,0.1,5,55.2,20.0,58.7,55.8,19.1,0.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanno Möttölä,2000,2002,2,1,SF,ATL,155,4.6,715,2.9,442,0.5,75,0.2,31,0.2,28,44.2,6.3,78.3,44.3,8.1,0.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arnett Moultrie,2012,2014,2,1,PF,PHI,59,3.6,210,3.1,180,0.2,12,0.4,25,0.2,14,54.7,0.0,66.7,54.7,14.1,0.8,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alonzo Mourning,1992,2008,15,1,C,MIA,838,17.1,14311,8.5,7137,1.1,946,0.5,414,2.8,2356,52.7,24.7,69.2,52.9,21.2,6.0,89.7,1,1,0,0,2014,7,0,0,0,0,2,1,2,1,0,2,0,0,0,2,0,0,0
Timofey Mozgov,2010,2018,8,1,C,DEN,454,6.8,3072,4.9,2225,0.6,250,0.3,139,0.8,383,53.5,19.0,73.8,53.7,14.7,2.2,17.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chuck Mrazovich,1950,1951,1,1,NA,INO,25,3.4,85,1.6,40,0.5,13,0.0,0,0.0,0,35.0,0.0,60.4,0.0,0.0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuel Mudiay,2015,2022,6,0,PG,DEN,302,10.9,3299,2.9,884,3.8,1143,0.7,215,0.3,88,40.1,32.3,74.4,44.6,11.8,-0.0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Erwin Mueller,1966,1974,8,1,PF,DET,445,7.4,3287,4.7,2100,2.0,881,0.0,0,0.0,0,42.6,0.0,62.3,42.6,11.1,1.1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Shabazz Muhammad,2013,2018,5,1,SG,MIN,278,9.0,2504,2.8,770,0.5,151,0.3,81,0.1,24,47.3,31.9,75.1,50.4,15.9,1.7,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mychal Mulder,2019,2022,3,0,PG,GSW,83,5.7,472,1.3,105,0.4,37,0.2,18,0.2,14,41.5,36.7,69.4,55.9,8.9,0.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Mullaney,1949,1950,1,1,NA,BOS,37,0.8,30,0.0,0,1.4,52,0.0,0,0.0,0,12.9,0.0,80.0,0.0,0.0,-0.6,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Byron Mullens,2009,2014,5,1,C,OKC,189,7.4,1398,4.2,790,0.8,153,0.4,74,0.5,98,40.8,31.9,70.6,44.8,12.2,0.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Mullin,1985,2001,16,1,SF,GSW,986,18.2,17911,4.1,4034,3.5,3450,1.6,1530,0.6,549,50.9,38.4,86.5,54.0,18.8,5.8,93.1,1,1,0,0,2011,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Jeff Mullins,1964,1976,12,1,SG,GSW,804,16.2,13017,4.3,3427,3.8,3023,0.8,140,0.2,37,46.3,0.0,81.4,0.0,16.3,5.2,62.8,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
